BIBTEXKEY,DATE,TITLE,AUTHOR,JOURNALTITLE,BOOKTITLE,CATEGORY,DOI,EDITOR,PUBLISHER
Koenigs2011-KOEUMJ,2011,Utilitarian Moral Judgment in Psychopathy,"Koenigs, Michael, Kruepke, Michael, Zeier, Joshua, Newman, Joseph",Social Cognitive and Affective Neuroscience,NA,ARTICLE,10.1093/scan/nsr048,,Oxford University Press
Cohen2010-COHCCR-2,2010,"Colours, Colour Relationalism and the Deliverances of Introspection","Cohen, J., Nichols, S.",Analysis,NA,ARTICLE,10.1093/analys/anp161,,NA
Wear2011-WEACEI,2011,Continuing Education in Professional Psychology: Do Ethics Mandates Matter?,"Wear, Douglas M., Taylor, Jennifer M., Neimeyer, Greg J.",Ethics and Behavior,NA,ARTICLE,10.1080/10508422.2011.551472,,Taylor \& Francis
Kumar2012-KUMOTN,2012,On the Normative Significance of Experimental Moral Psychology,"Kumar, Victor, Campbell, Richmond",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2012.660140,,NA
Frederiksen2010-FRETRB-3,2010,The Relation Between Policies Concerning Corporate Social Responsibility and Philosophical Moral Theories ? an Empirical Investigation,"Frederiksen, Claus Strue",Journal of Business Ethics,NA,ARTICLE,10.1007/s10551-009-0226-6,,Springer
Jonathan2010-SCRJMW,2010,Experimental Epistemology,"Jonathan, Weinberg",NA,The Routledge Companion to Epistemology,INCOLLECTION,NA,,Routledge
Cova2010-COVLSI,2010,Le Statut Intentionnel d'Une Action Dépend-Il de Sa Valeur Morale ? Une Énigme Encore À Résoudre,"Cova, Florian",Vox Philosophiae,NA,ARTICLE,NA,,NA
Nichols2011-NICEPA,2011,Experimental Philosophy and the Problem of Free Will,"Nichols, Shaun",Science,NA,ARTICLE,NA,,American Association for the Advancement of Science
Buckwalter2012-BUCNFI,2012,Non-Traditional Factors in Judgments About Knowledge,"Buckwalter, Wesley",Philosophy Compass,NA,ARTICLE,10.1111/j.1747-9991.2011.00466.x,,Wiley Online Library
Arico2012-ARIBOO,2012,Breaking Out of Moral Typecasting,"Arico, Adam J.",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-012-0108-1,,Springer Verlag
Ballsun-Stanton2010-BALAAD-5,2010,Asking About Data : Experimental Philosophy of Information Technology,"Ballsun{-}Stanton, Brian",NA,NA,UNPUBLISHED,NA,,"Piscataway, N.J : Ieee"
Bjornsson2012-BJRJOM,2012,Judgments of Moral Responsibility ? a Unified Account,"Björnsson, Gunnar, Persson, Karl",NA,The Explanatory Component of Moral Responsibility,INCOLLECTION,NA,,Blackwell
Shepherd2012-SHEFWA,2012,Free Will and Consciousness: Experimental Studies,"Shepherd, Joshua",Consciousness and Cognition,NA,ARTICLE,10.1016/j.concog.2012.03.004,,Elsevier
Seeger2011-SEETCF,2011,The Critique From Experimental Philosophy: Can Philosophical Intuitions Be Externally Corroborated?,"Seeger, Max",NA,XXII. Deutscher Kongress für Philosophie,INCOLLECTION,NA,,NA
Papineau2011-PAPWIX,2011,What is X-Phi Good For?,"Papineau, David",The Philosophers' Magazine,NA,ARTICLE,10.5840/tpm20115217,,Equinox Publishing Ltd.
Phelan2010-PHETIA,2010,The Intentional Action Factory,"Phelan, Mark",The Philosophers' Magazine,NA,ARTICLE,NA,,NA
Kuntz2012-KUNMAA,2012,Methods and Approaches to Theories of Philosophical Intuitions,"Kuntz, Joseph Robert",NA,NA,THESIS,NA,,The University of Edinburgh
Sytsma2011-SYTEPA,2011,Experimental Philosophy and Philosophical Disputes,"Sytsma, Justin",Essays in Philosophy,NA,ARTICLE,NA,,Pacific University
Jack2012-JACTPS,2012,The Phenomenal Stance Revisited,"Jack, Anthony I., Robbins, Philip",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-012-0104-5,,Springer Verlag
Cushman2011-CUSPOM,2011,Patterns of Moral Judgment Derive From Nonmoral Psychological Representations,"Cushman, Fiery, Young, Liane",Cognitive Science,NA,ARTICLE,10.1111/j.1551-6709.2010.01167.x,,NA
Devitt2010-DEVES,2010,Experimental Semantics,"Devitt, Michael",Philosophy and Phenomenological Research,NA,ARTICLE,10.1111/j.1933-1592.2010.00413.x,,Wiley-Blackwell
Strannegard2010-STRRPI,2010,Reasoning Processes in Propositional Logic,"Stranneg\a{a}rd, Claes, Ulfsbäcker, Simon, Hedqvist, David, Gärling, Tommy","Journal of Logic, Language and Information",NA,ARTICLE,10.1007/s10849-009-9102-0,,Springer
Huebner2010-HUETMD,2010,The Moral-Conventional Distinction in Mature Moral Competence,"Huebner, Bryce, Lee, James, Hauser, Marc",Journal of Cognition and Culture,NA,ARTICLE,10.1163/156853710x497149,,Brill Academic Publishers
Paul2010-PAUTE,2010,Temporal Experience,"Paul, L. A.",Journal of Philosophy,NA,ARTICLE,10.5840/jphil2010107727,,Journal of Philosophy Inc
Phelan2012-PHEAFA,2012,Analytic Functionalism and Mental State Attribution,"Phelan, Mark, Buckwalter, Wesley",Philosophical Topics,NA,ARTICLE,10.5840/philtopics201240217,,University of Arkansas Press
Balliet2011-BALSDI,2011,Sex Differences in Cooperation: A Meta-Analytic Review of Social Dilemmas,"Balliet, Daniel, Li, Norman P., Macfarlan, Shane J., van Vugt, Mark",NA,NA,UNPUBLISHED,NA,,Institutional Knowledge at Singapore Management University
Bengson2012-BENEAO-2,2012,Experimental Attacks on Intuitions and Answers,"Bengson, John",Philosophy and Phenomenological Research,NA,ARTICLE,10.1111/j.1933-1592.2012.00578.x,,Wiley-Blackwell
Klein2012-KLEDTC,2012,Did the Chinese Have a Change of Heart?,"Klein, Esther, Klein, Colin",Cognitive Science,NA,ARTICLE,10.1111/j.1551-6709.2011.01231.x,,NA
Feltz2012-FELTPP-2,2012,The Philosophical Personality Argument,"Feltz, Adam, Cokely, Edward T.",Philosophical Studies,NA,ARTICLE,10.1007/s11098-011-9731-4,,Springer Verlag
Paul2012-PAUMAM-2,2012,Metaphysics as Modeling: The Handmaiden?s Tale,"Paul, L. A.",Philosophical Studies,NA,ARTICLE,10.1007/s11098-012-9906-7,,Springer Verlag
Alexander2010-ALEIEP,2010,Is Experimental Philosophy Philosophically Significant?,"Alexander, Joshua",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2010.490943,,Taylor \& Francis
Ripley2011-RIPIAI,2011,Inconstancy and Inconsistency,"Ripley, David",NA,Reasoning Under Vagueness,INCOLLECTION,NA,,College Publications
Byrnes2010-BYRROA,2010,Review of a Moral Climate: The Ethics of Global Warming by Michael Northcott,"Byrnes, W. Malcolm","Journal for the Study of Religion, Nature and Culture",NA,ARTICLE,NA,,NA
Levy2011-LEVNAN,2011,Neuroethics: A New Way of Doing Ethics,"Levy, Neil",American Journal of Bioethics Neuroscience,NA,ARTICLE,10.1080/21507740.2011.557683,,Taylor \& Francis
Cowley-Cunningham2011-COWFAR,2011,"Foresight and Reasonable Prevention in Child Protection Contexts: Evaluating Foresee-Ability Relevant to Section 5 of the Domestic Violence, Crime, \& Victims Act Uk","Cowley{-}Cunningham, Michelle B.",NA,ESRC E-Policy 2011/2019 Public Copy,INCOLLECTION,NA,,NA
Sytsma2010-SYTFPA,2010,Folk Psychology and Phenomenal Consciousness,"Sytsma, Justin",Philosophy Compass,NA,ARTICLE,10.1111/j.1747-9991.2010.00315.x,,Blackwell
Sytsma2010-JUSDTO,2010,Dennett?s Theory of the Folk Theory of Consciousness,"Sytsma, Justin",Journal of Consciousness Studies,NA,ARTICLE,NA,,Imprint Academic
Machery2012-MACEAI-12,2012,Expertise and Intuitions About Reference,"Machery, Edouard",Theoria,NA,ARTICLE,10.1387/theoria.3482,,University of the Basque Country
Kipper2010-KIPPAG,2010,Philosophers and Grammarians,"Kipper, Jens",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2010.505957,,Taylor \& Francis
Mandelbaum2012-MANETA,2012,Explaining the Abstract/Concrete Paradoxes in Moral Psychology: The Nbar Hypothesis,"Mandelbaum, Eric, Ripley, David",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-012-0106-3,,Springer Verlag
Frost2012-FROAJE-2,2012,"Alexander, Joshua. Experimental Philosophy: An Introduction","Frost, David J.",Philosophia,NA,ARTICLE,10.1007/s11406-012-9392-3,,Springer Verlag
Greene2012-GRERAR-5,2012,Reflection and Reasoning in Moral Judgment,"Greene, Joshua D.",Cognitive Science,NA,ARTICLE,10.1111/j.1551-6709.2011.01210.x,,NA
Ripley2011-RIPCAT,2011,Contradictions at the Borders,"Ripley, David",NA,Vagueness in Communication,INCOLLECTION,NA,,Springer
Sripada2012-SRIETO,2012,Empirical Tests of Interest-Relative Invariantism,"Sripada, Chandra Sekhar, Stanley, Jason",Episteme,NA,ARTICLE,10.1017/epi.2011.2,,Cambridge Univ Press
Ulatowski2012-ULAAIA,2012,Act Individuation: An Experimental Approach,"Ulatowski, Joseph",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-012-0096-1,,Springer Verlag
Mallon2010-MALR-4,2010,Rules,"Mallon, Ron, Nichols, Shaun",NA,Moral Psychology Handbook,INCOLLECTION,NA,,Oxford University Press
Spicer2010-SPICVI-2,2010,Cultural Variations in Folk Epistemic Intuitions,"Spicer, Finn",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-010-0023-2,,Springer Netherlands
Pinillos2011-PINSRW,2011,Some Recent Work in Experimental Epistemology,"Pinillos, Nestor Ángel",Philosophy Compass,NA,ARTICLE,10.1111/j.1747-9991.2011.00440.x,,Wiley-Blackwell
Schwitzgebel2012-ERIEIM,2012,Expertise in Moral Reasoning? Order Effects on Moral Judgment in Professional Philosophers and Non-Philosophers,"Schwitzgebel, Eric, Cushman, Fiery",Mind and Language,NA,ARTICLE,10.1111/j.1468-0017.2012.01438.x,,Blackwell
Weinberg2010-WEINPN,2010,"Naturalism?s Perils, Naturalism?s Promises: A Comment on Appiah?s Experiments in Ethics","Weinberg, Jonathan M., Wang, Ellie",Neuroethics,NA,ARTICLE,10.1007/s12152-010-9065-5,,Springer Verlag
Ahlenius2012-AHLCAW,2012,Chinese and Westerners Respond Differently to the Trolley Dilemmas,"Ahlenius, Henrik, Tännsjö, Torbjörn",Journal of Cognition and Culture,NA,ARTICLE,10.1163/15685373-12342073,,Brill Academic Publishers
Shulman2010-SHUIRB,2010,"Is Race-Thinking Biological or Social, and Does It Matter for Racism? An Exploratory Study","Shulman, Julie L., Glasgow, Joshua",Journal of Social Philosophy,NA,ARTICLE,10.1111/j.1467-9833.2010.01497.x,,Wiley-Blackwell
Shepard2012-SHENCA,2012,"Neuroscience, Choice, and the Free Will Debate","Shepard, Jason, Reuter, Shane",American Journal of Bioethics - Neuroscience,NA,ARTICLE,10.1080/21507740.2012.694390,,Informa Uk
Schonfeld2011-SCHPRF-3,2011,Pre-Test/Post-Test Results From an Online Ethics Course,"Schonfeld, Toby, Dahlke, Erin L., Longo, John M.",Teaching Philosophy,NA,ARTICLE,10.5840/teachphil201134333,,Philosophy Documentation Center
Nahmias2010-NAHEPO,2010,Experimental Philosophy on Free Will: An Error Theory for Incompatibilist Intuitions.,"Nahmias, Eddy, Murray, Dylan",NA,New waves in philosophy of action,INCOLLECTION,NA,,Palgrave-Macmillan
Schwappach2012-SCHAVS-2,2012,A Vignette Study to Examine Health Care Professionals' Attitudes Towards Patient Involvement in Error Prevention,"Schwappach, David L. B., Frank, Olga, Davis, Rachel E.",Journal of Evaluation in Clinical Practice,NA,ARTICLE,10.1111/j.1365-2753.2012.01861.x,,NA
Bay2011-BAYSPA-2,2011,Subjective Probability Assessments of the Incidence of Unethical Behavior: The Importance of Scenario-Respondent Fit,"Bay, Darlene, Nikitkov, Alexey",Business Ethics: A European Review,NA,ARTICLE,10.1111/j.1467-8608.2010.01608.x,,Blackwell
Cova2010-COVMES,2010,"Moral Evaluation Shapes Linguistic Reports of Others' Psychological States, Not Theory-of-Mind Judgments","Cova, Florian, Dupoux, Emmanuel, Jacob, Pierre",Behavioral and Brain Sciences,NA,ARTICLE,10.1017/s0140525x10001718,,NA
Cova2012-COVSEW,2012,Side-Effect Effect Without Side Effects: The Pervasive Impact of Moral Considerations on Judgments of Intentionality,"Cova, Florian, Naar, Hichem",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2011.622363,,NA
Waytz2010-WAYCAC,2010,Causes and Consequences of Mind Perception,"Waytz, Adam, Gray, Kurt, Epley, Nicholas, Wegner, Daniel M.",Trends in Cognitive Sciences,NA,ARTICLE,10.1016/j.tics.2010.05.006,,NA
McGrath2011-MCGCSI,2011,Can Substitution Inferences Explain the Knobe Effect?,"McGrath, Corey",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-011-0061-4,,Springer Verlag
Deutsch2010-DEUICA-2,2010,"Intuitions, Counter-Examples, and Experimental Philosophy","Deutsch, Max",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-010-0033-0,,Springer Netherlands
Lombrozo2010-LOMCPH,2010,"Causal-Explanatory Pluralism: How Intentions, Functions, and Mechanisms Influence Causal Ascriptions","Lombrozo, Tania",Cognitive Psychology,NA,ARTICLE,NA,,NA
Phelan2010-PHETIO-2,2010,The Inadequacy of Paraphrase is the Dogma of Metaphor,"Phelan, Mark",Pacific Philosophical Quarterly,NA,ARTICLE,10.1111/j.1468-0114.2010.01378.x,,Wiley-Blackwell
Alicke2012-ALIHWC,2012,Hypocrisy: What Counts?,"Alicke, Mark, Gordon, Ellen, Rose, David",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2012.677397,,NA
Martin2010-MARATI-3,2010,At the Intersection of Behavioural Economics and Philosophy: Mutually Informed Disciplines,"Martin, J.",South African Journal of Philosophy,NA,ARTICLE,10.4314/sajpem.v29i2.57053,,The Philosophical Society of Southern Africa
Machery2012-MACIFI,2012,"If Folk Intuitions Vary, Then What?","Machery, Edouard, Mallon, Ron, Nichols, Shaun, Stich, Stephen P.",Philosophy and Phenomenological Research,NA,ARTICLE,10.1111/j.1933-1592.2011.00555.x,,Wiley-Blackwell
Cova2012-COVLPE,2012,La Philosophie Expérimentale,NA,NA,NA,BOOK,NA,,Vuibert
Alexander2010-ALECWI,2010,Competence: What's In? What's Out? Who Knows?,"Alexander, Joshua, Mallon, Ronald, Weinberg, Jonathan M.",Behavioral and Brain Sciences,NA,ARTICLE,10.1017/s0140525x10001652,,NA
Connolly2012-CONRAI-2,2012,Regret Aversion in Reason-Based Choice,"Connolly, Terry, Reb, Jochen",Theory and Decision,NA,ARTICLE,10.1007/s11238-011-9269-0,,Springer Us
Bodi2012-BODDOT,2012,Discussion on the Characteristics of Archaeological Knowledge. A Romanian Exploratory Case-Study,"Bodi, George",Logos and Episteme,NA,ARTICLE,10.5840/logos-episteme20123320,,NA
Tvrdy2011-TVRROE,2011,Review of \emph{Experimental Philosophy} by Joshua Knobe \& Shaun Nichols,"Tvrdý, Filip",Czech and Slovak Journal of Humanities: Philosophica,NA,ARTICLE,NA,,NA
Kozuch2011-KOZAOU,2011,Awareness of Unawareness Folk Psychology and Introspective Transparency,"Kozuch, Benjamin, Nichols, Shaun",Journal of Consciousness Studies,NA,ARTICLE,NA,,Imprint Academic
Barry2012-BAREAM-4,2012,Evil and Moral Psychology,"Barry, Peter Brian",NA,NA,BOOK,NA,,Routledge
Mitscherling2011-MITEPA,2011,Experimental Philosophy and the Statistical Study of Internal Psychological Processes,"Mitscherling, Jeff",The European Legacy,NA,ARTICLE,10.1080/10848770.2011.575609,,Routledge
Sommers2010-SOMEPA,2010,Experimental Philosophy and Free Will,"Sommers, Tamler",Philosophy Compass,NA,ARTICLE,10.1111/j.1747-9991.2009.00273.x,,Blackwell
Nichols2012-NICTII-3,2012,The Indeterminist Intuition,"Nichols, Shaun",The Monist,NA,ARTICLE,10.5840/monist201295216,,The Hegeler Institute
Jenkel2012-JENIOS,2012,Influences on Students' Decisions to Report Cheating: A Laboratory Experiment,"Jenkel, Iris, Haen, Jason J.",Journal of Academic Ethics,NA,ARTICLE,10.1007/s10805-012-9154-7,,Springer Verlag
Purzycki2012-PURWDG,2012,What Does God Know? Supernatural Agents' Access to Socially Strategic and Non-Strategic Information,"Purzycki, Benjamin G., Finkel, Daniel N., Shaver, John, Wales, Nathan, Cohen, Adam B., Sosis, Richard",Cognitive Science,NA,ARTICLE,10.1111/j.1551-6709.2012.01242.x,,NA
Phillips2011-PHITOC,2011,The Ordinary Concept of Happiness (and Others Like It),"Phillips, Jonathan, Misenheimer, Luke, Knobe, Joshua",Emotion Review,NA,ARTICLE,10.1177/1754073911402385,,Sage Publications
Stich2011-STIGAT,2011,Gender and the Philosophy Club,"Stich, Stephen, Buckwalter, Wesley",The Philosophers' Magazine,NA,ARTICLE,10.5840/tpm20115213,,Equinox Publishing Ltd.
Sarkissian2011-SARFMR-3,2011,Folk Moral Relativism,"Sarkissian, Hagop, Park, John, Tien, David, Wright, Jennifer Cole, Knobe, Joshua",Mind and Language,NA,ARTICLE,10.1111/j.1468-0017.2011.01428.x,,Wiley-Blackwell
Sripada2011-SRIWMA,2011,What Makes a Manipulated Agent Unfree?,"Sripada, Chandra Sekhar",Philosophy and Phenomenological Research,NA,ARTICLE,10.1111/j.1933-1592.2011.00527.x,,Wiley-Blackwell
Hitchcock2012-HITPCD,2012,Portable Causal Dependence: A Tale of Consilience,"Hitchcock, Christopher",Philosophy of Science,NA,ARTICLE,10.1086/667899,,NA
Cova2012-COVTSD,2012,Testing Sripada's Deep Self Model,"Cova, Florian, Naar, Hichem",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2011.631996,,NA
Brown2011-BROEPC,2011,"Experimental Philosophy, Contextualism and Ssi","Brown, Jessica",Philosophy and Phenomenological Research,NA,ARTICLE,10.1111/j.1933-1592.2010.00461.x,,Wiley-Blackwell
Brogaard2010-BROSPD,2010,?Stupid People Deserve What They Get?: The Effects of Personality Assessment on Judgments of Intentional Action,"Brogaard, Berit",Behavioral and Brain Sciences,NA,ARTICLE,10.1017/s0140525x1000169x,,Cambridge University Press
Devitt2012-DEVWES-4,2012,Whither Experimental Semantics?,"Devitt, Michael",Theoria,NA,ARTICLE,10.1387/theoria.3866,,University of the Basque Country
Dong2012-DONTEP-2,2012,The Empirical Psychological Perspectives on Free Will,"Dong, Rui, Peng, Kai{-}Ping, Yu, Feng, Zheng, Ruo{-}Qiao",Advances in Psychological Science,NA,ARTICLE,NA,,NA
Sytsma2010-SYTTCO-2,2010,Two Conceptions of Subjective Experience,"Sytsma, Justin, Machery, Edouard",Philosophical Studies,NA,ARTICLE,10.1007/s11098-009-9439-x,,Springer
Osherson2010-ZHAUBI,2010,Updating Beliefs in Light of Uncertain Evidence: Descriptive Assessment of Jeffrey's Rule,"Osherson, Daniel, Zhao, Jiaying",Thinking and Reasoning,NA,ARTICLE,10.1080/13546783.2010.521695,,NA
Brown2012-BROIKA,2012,"Introduction: Knowledge Ascriptions - Their Semantics, Cognitive Bases and Social Functions","Brown, Jessica, Gerken, Mikkel",NA,Knowledge Ascriptions,INCOLLECTION,NA,,Oxford University Press
Machery2010-MACSIR,2010,Semantic Intuitions: Reply to Lam,"Machery, Edouard, Deutsch, Max, Mallon, Ron, Nichols, Shaun, Sytsma, Justin, Stich, Stephen P.",Cognition,NA,ARTICLE,10.1016/j.cognition.2010.08.016,,NA
Shieber2010-SHIOTN,2010,On the Nature of Thought Experiments and a Core Motivation of Experimental Philosophy,"Shieber, Joseph",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2010.506006,,Taylor \& Francis
Sacconi2011-SACCCA-3,2011,Contractarian Compliance and the 'Sense of Justice': A Behavioral Conformity Model and its Experimental Support,"Sacconi, Lorenzo, Faillo, Marco, Ottone, Stefania",Analyse \& Kritik,NA,ARTICLE,10.1515/auk-2011-0120,,Lucius \& Lucius
Macauley2012-MACTRO-11,2012,The Role of the Principle of Double Effect in Ethics Education at Us Medical Schools and its Potential Impact on Pain Management at the End of Life,"Macauley, Robert",Journal of Medical Ethics,NA,ARTICLE,10.1136/medethics-2011-100105,,NA
Sommers2011-SOMIMT,2011,In Memoriam,"Sommers, Tamler",The Philosophers' Magazine,NA,ARTICLE,10.5840/tpm20115218,,Equinox Publishing
Knobe2010-KNOSVF,2010,Responsibility,"Knobe, Joshua, Doris, John M.",NA,Moral Psychology Handbook,INCOLLECTION,NA,,Oxford University Press
Chemla2012-CHEIVS,2012,Incremental Vs. Symmetric Accounts of Presupposition Projection: An Experimental Approach,"Chemla, Emmanuel, Schlenker, Philippe",Natural Language Semantics,NA,ARTICLE,10.1007/s11050-012-9080-7,,NA
Doris2010-DORMPH,2010,Moral Psychology Handbook,NA,NA,NA,BOOK,NA,,Oxford University Press
Braddock2010-BRACEP,2010,Constructivist Experimental Philosophy on Well-Being and Virtue,"Braddock, Matthew",Southern Journal of Philosophy,NA,ARTICLE,10.1111/j.2041-6962.2010.00032.x,,Wiley-Blackwell
Sloman2012-SLOACM,2012,A Causal Model of Intentionality Judgment,"Sloman, Steven A., Fernbach, Philip M., Ewing, Scott",Mind and Language,NA,ARTICLE,10.1111/j.1468-0017.2012.01439.x,,Wiley-Blackwell
Hitchcock2012-HITTER,2012,"Thought Experiments, Real Experiments, and the Expertise Objection","Hitchcock, Christopher",European Journal for Philosophy of Science,NA,ARTICLE,10.1007/s13194-012-0051-0,,Springer Verlag
Casati2012-CASNFE-2,2012,Naive Fizyka: Esej W Ontologii,"Casati, Roberto, Smith, Barry",NA,Science Blog,INCOLLECTION,NA,,NA
Stich2012-STIDDG-2,2012,Do Different Groups Have Different Epistemic Intuitions? A Reply to Jennifer Nagel1,"Stich, Stephen",Philosophy and Phenomenological Research,NA,ARTICLE,10.1111/j.1933-1592.2012.00590.x,,Blackwell
Goodwin2010-GOOTPO-12,2010,The Perceived Objectivity of Ethical Beliefs: Psychological Findings and Implications for Public Policy,"Goodwin, Geoffrey P., Darley, John M.",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-009-0013-4,,Springer Netherlands
Knobe2010-KNOPAS,2010,"Person as Scientist, Person as Moralist","Knobe, Joshua",Behavioral and Brain Sciences,NA,ARTICLE,10.1017/s0140525x10000907,,NA
Braverman2012-BRAIIN,2012,"Intelligibility is Necessary for Scientific Explanation, but Accuracy May Not Be","Braverman, Mike, Clevenger, John, Harmon, Ian, Higgins, Andrew, Horne, Zachary, Spino, Joseph, Waskan, Jonathan",NA,Proceedings of the Thirty-Fourth Annual Conference of the Cognitive Science Society,INCOLLECTION,NA,,Cognitive Science Society
Luvera2012-LUVILI,2012,Intuitivamente Liberi: Il Contributo Della Filosofia Sperimentale Al Dibattito Sul Libero Arbitrio,"Luverà, Consuelo",NA,NA,BOOK,NA,,Mucchi
Cahn2011-CAHTBE-2,2011,Teaching Business Ethics with Cases,"Cahn, Susanna, Glas, Victor",Journal of Business Ethics Education,NA,ARTICLE,10.5840/jbee2011812,,Neilson Journals Publishing
Beebe2010-BEEEE,2010,Experimental Epistemology,"Beebe, James R.",NA,A Companion to Epistemology,INCOLLECTION,NA,,Continuum Press
Monroe2010-MONFUW,2010,"From Uncaused Will to Conscious Choice: The Need to Study, Not Speculate About People?s Folk Concept of Free Will","Monroe, Andrew E., Malle, Bertram F.",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-009-0010-7,,Springer Netherlands
Mallon2012-MALPTA-2,2012,Philosophy: Traditional and Experimental Readings,"Mallon, Ron, Nichols, Shaun",NA,NA,BOOK,NA,,Oup Usa
Arico2011-ARITFP,2011,The Folk Psychology of Consciousness,"Arico, Adam, Fiala, Brian, Goldberg, Robert F., Nichols, Shaun",Mind and Language,NA,ARTICLE,10.1111/j.1468-0017.2011.01420.x,,Blackwell
Gray2011-GRAMTA-5,2011,More Than a Body: Mind Perception and the Nature of Objectification,"Gray, Kurt, Knobe, Joshua, Sheskin, Mark, Bloom, Paul, Barrett, Lisa Feldman",Journal of Personality and Social Psychology,NA,ARTICLE,10.1037/a0025883,,NA
Harper2012-HARAOE-2,2012,An Oblique Epistemic Defence of Conceptual Analysis,"Harper, Alexander S.",Metaphilosophy,NA,ARTICLE,10.1111/j.1467-9973.2012.01742.x,,Wiley-Blackwell
Alfano2012-ALFTCO-5,2012,The Centrality of Belief and Reflection in Knobe-Effect Cases,"Alfano, Mark, Beebe, James R., Robinson, Brian",The Monist,NA,ARTICLE,10.5840/monist201295215,,The Hegeler Institute
Shepherd2012-SHEAAA-4,2012,"Action, Attitude, and the Knobe Effect: Another Asymmetry","Shepherd, Joshua",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-011-0079-7,,Springer Verlag
Hansen2012-HANOAA-2,2012,On an Alleged Truth/Falsity Asymmetry in Context Shifting Experiments,"Hansen, Nat",Philosophical Quarterly,NA,ARTICLE,10.1111/j.1467-9213.2012.00059.x,,Wiley-Blackwell
Mele2010-MELWOW,2010,Weakness of Will and Akrasia,"Mele, Alfred",Philosophical Studies,NA,ARTICLE,10.1007/s11098-009-9418-2,,Springer
deGroot2011-DEGPVO,2011,Public Visions of the Human/Nature Relationship and Their Implications for Environmental Ethics,"de Groot, Mirjam, Drenthen, Martin, de Groot, Wouter T.",Environmental Ethics,NA,ARTICLE,10.5840/enviroethics20113314,,"Environmental Philosophy, Inc."
Schaffer2010-SCHCKS-2,2010,Contrastive Knowledge Surveyed,"Schaffer, Jonathan, Knobe, Joshua",Noûs,NA,ARTICLE,10.1111/j.1468-0068.2010.00795.x,,Blackwell
Uttich2010-UTTNIM,2010,Norms Inform Mental State Ascriptions: A Rational Explanation for the Side-Effect Effect,"Uttich, Kevin, Lombrozo, Tania",Cognition,NA,ARTICLE,10.1016/j.cognition.2010.04.003,,NA
Smith2012-SMIARA-3,2012,"Affect, Rationality, and the Experience Machine","Smith, Basil",Ethical Perspectives,NA,ARTICLE,NA,,NA
Alexander2010-ALEATN,2010,Accentuate the Negative,"Alexander, Joshua, Mallon, Ronald, Weinberg, Jonathan M.",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-009-0015-2,,Springer Netherlands
Rysiew2011-RYSSIK,2011,"Surveys, Intuitions, Knowledge Attributions: Comments on Keith Derose?s ?Contextualism, Contrastivism, and X-Phi Surveys?","Rysiew, Patrick",Philosophical Studies,NA,ARTICLE,10.1007/s11098-011-9804-4,,Springer Verlag
Huebner2011-HUECEM,2011,Critiquing Empirical Moral Psychology,"Huebner, Bryce",Philosophy of the Social Sciences,NA,ARTICLE,10.1177/0048393110388888,,Sage
Bravo2012-BRAPAP-11,2012,Promoting Advance Planning for Health Care and Research Among Older Adults: A Randomized Controlled Trial,"Bravo, Gina, Arcand, Marcel, Blanchette, Danièle, Boire{-}Lavigne, Anne{-}Marie, Dubois, Marie{-}France, Guay, Maryse, Hottin, Paule, Lane, Julie, Lauzon, Judith, Bellemare, Suzanne",BMC Medical Ethics,NA,ARTICLE,10.1186/1472-6939-13-1,,Biomed Central
Phillips2011-PHIAPI,2011,"Apparent Paradoxes in Moral Reasoning; or How You Forced Him to Do It, Even Though He Wasn?T Forced to Do It.","Phillips, Jonathan, Young, Liane",Proceedings of the Thirty-Third Annual Conference of the Cognitive Science Society,NA,ARTICLE,NA,,NA
Patrick2012-PATOOS,2012,Out of Sequence Communications Can Affect Causal Judgement,"Patrick, John, Bott, Lewis, Morgan, Phillip L., King, Sophia L.",Thinking and Reasoning,NA,ARTICLE,10.1080/13546783.2012.658240,,Informa Uk
Lanteri2012-LANTFC,2012,Three-and-a-Half Folk Concepts of Intentional Action,"Lanteri, Alessandro",Philosophical Studies,NA,ARTICLE,10.1007/s11098-010-9664-3,,Springer Verlag
Rose2012-ROSDTF,2012,Deep Trouble for the Deep Self,"Rose, David, Livengood, Jonathan, Sytsma, Justin, Machery, Edouard",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2011.622438,,NA
